account_id,customer_id,account_type,account_status,currency,opened_at,closed_at,home_country
ACC_002229,CUST_002265,savings,active,USD,2023-10-20T07:52:39Z,,CA
ACC_002230,CUST_000044,savings,active,USD,2022-06-21T05:49:35Z,,SG
ACC_002231,CUST_000346,business,dormant,USD,2022-03-06T18:13:05Z,,AU
ACC_002232,CUST_003940,wallet,active,USD,2020-03-12T06:55:58Z,,AU
ACC_002233,CUST_001478,business,dormant,USD,2021-02-04T19:18:29Z,,DE
ACC_002234,CUST_003274,current,active,USD,2020-10-12T18:53:34Z,,AU
ACC_002235,CUST_004118,current,dormant,USD,2022-10-08T16:01:00Z,,VG
ACC_002236,CUST_004261,business,active,USD,2022-09-23T14:47:00Z,,ZA
ACC_002237,CUST_002585,savings,active,USD,2022-02-19T19:17:59Z,,HK
ACC_002238,CUST_003166,current,active,USD,2022-11-22T01:37:19Z,,PA
ACC_002239,CUST_004146,wallet,dormant,USD,2022-12-30T23:49:56Z,,GB
ACC_002240,CUST_004007,savings,active,USD,2020-07-08T18:49:25Z,,AE
ACC_002241,CUST_001395,current,active,USD,2023-05-08T00:20:39Z,,BR
ACC_002242,CUST_000246,current,active,USD,2022-02-28T01:38:30Z,,US
ACC_002243,CUST_000656,current,active,USD,2022-10-26T02:13:33Z,,AE
ACC_002244,CUST_001442,savings,active,USD,2021-06-07T21:22:28Z,,AE
ACC_002245,CUST_003748,current,active,USD,2020-07-21T14:39:15Z,,SG
ACC_002246,CUST_000524,current,active,USD,2022-06-20T03:20:05Z,,PA
ACC_002247,CUST_003030,savings,closed,USD,2023-08-09T16:44:05Z,2024-02-17T16:44:05Z,AU
ACC_002248,CUST_000113,wallet,active,USD,2022-07-23T02:00:56Z,,DE
ACC_002249,CUST_004605,current,active,USD,2020-07-12T18:55:45Z,,AU
ACC_002250,CUST_003247,wallet,active,USD,2023-06-13T22:44:33Z,,HK
ACC_002251,CUST_001537,savings,active,USD,2020-03-25T03:10:56Z,,BR
ACC_002252,CUST_002958,current,dormant,USD,2024-11-22T15:35:27Z,,DE
ACC_002253,CUST_002992,current,active,USD,2022-05-19T15:40:46Z,,AE
ACC_002254,CUST_001550,business,active,USD,2020-12-13T23:08:20Z,,GB
ACC_002255,CUST_004049,savings,active,USD,2025-03-14T22:11:38Z,,GB
ACC_002256,CUST_004327,business,active,USD,2023-03-15T02:40:04Z,,CA
ACC_002257,CUST_003048,current,active,USD,2020-01-08T13:38:47Z,,US
ACC_002258,CUST_002108,savings,closed,USD,2024-04-02T03:34:09Z,2025-03-22T03:34:09Z,US
ACC_002259,CUST_001693,business,active,USD,2023-05-19T20:42:09Z,,BR
ACC_002260,CUST_000332,savings,active,USD,2020-03-08T20:34:19Z,,AE
ACC_002261,CUST_004780,current,active,USD,2024-07-01T14:54:11Z,,HK
ACC_002262,CUST_001279,savings,active,USD,2021-08-12T12:55:44Z,,VG
ACC_002263,CUST_004324,current,active,USD,2025-03-14T06:39:58Z,,SG
ACC_002264,CUST_004582,business,active,USD,2022-06-22T04:59:15Z,,US
ACC_002265,CUST_003941,current,active,USD,2023-10-23T08:52:53Z,,PA
ACC_002266,CUST_004643,current,active,USD,2022-02-16T09:04:10Z,,BR
ACC_002267,CUST_002109,business,active,USD,2022-06-10T05:52:31Z,,AE
ACC_002268,CUST_002516,current,active,USD,2020-11-06T17:34:40Z,,CA
ACC_002269,CUST_002515,current,active,USD,2025-01-10T09:39:00Z,,BR
ACC_002270,CUST_002164,current,active,USD,2022-08-16T21:07:04Z,,AU
ACC_002271,CUST_002969,savings,active,USD,2020-04-27T18:22:49Z,,BR
ACC_002272,CUST_004089,wallet,active,USD,2024-05-22T08:44:42Z,,US
ACC_002273,CUST_003283,current,active,USD,2020-10-20T15:56:29Z,,VG
ACC_002274,CUST_003489,savings,active,USD,2024-03-16T10:53:59Z,,DE
ACC_002275,CUST_000632,business,active,USD,2024-10-23T16:08:36Z,,AE
ACC_002276,CUST_003800,current,dormant,USD,2021-02-16T08:50:41Z,,BR
ACC_002277,CUST_000943,business,active,USD,2020-11-21T12:20:20Z,,BR
ACC_002278,CUST_004262,savings,active,USD,2020-05-23T11:49:34Z,,AE
ACC_002279,CUST_002975,wallet,active,USD,2020-12-06T07:49:18Z,,GB
ACC_002280,CUST_000420,current,active,USD,2024-02-25T07:06:34Z,,BR
ACC_002281,CUST_003604,business,active,USD,2021-10-24T00:34:29Z,,SG
ACC_002282,CUST_003674,wallet,active,USD,2023-11-17T22:35:03Z,,US
ACC_002283,CUST_003091,savings,active,USD,2023-03-14T07:19:43Z,,AE
ACC_002284,CUST_000652,current,active,USD,2021-09-21T13:46:45Z,,ZA
ACC_002285,CUST_004295,savings,active,USD,2023-09-12T23:20:53Z,,GB
ACC_002286,CUST_004272,wallet,active,USD,2024-05-06T00:06:05Z,,PA
ACC_002287,CUST_003873,savings,active,USD,2025-01-08T12:28:47Z,,SG
ACC_002288,CUST_001200,savings,active,USD,2021-05-14T02:25:08Z,,HK
ACC_002289,CUST_003389,current,active,USD,2020-01-19T12:47:49Z,,AU
ACC_002290,CUST_001943,business,dormant,USD,2022-09-30T16:09:30Z,,US
ACC_002291,CUST_000124,current,active,USD,2021-12-04T00:50:53Z,,ZA
ACC_002292,CUST_002202,business,active,USD,2021-03-18T16:10:50Z,,GB
ACC_002293,CUST_003791,savings,dormant,USD,2021-03-10T02:33:15Z,,PA
ACC_002294,CUST_003369,business,active,USD,2024-01-24T04:50:57Z,,ZA
ACC_002295,CUST_004474,savings,active,USD,2020-01-07T22:29:56Z,,HK
ACC_002296,CUST_003122,savings,active,USD,2020-07-06T01:54:27Z,,PA
ACC_002297,CUST_003535,savings,active,USD,2020-11-12T10:20:29Z,,PA
ACC_002298,CUST_000508,current,active,USD,2025-02-17T13:16:01Z,,AE
ACC_002299,CUST_004438,business,active,USD,2020-03-15T16:12:47Z,,ZA
ACC_002300,CUST_002918,savings,dormant,USD,2023-06-19T10:08:30Z,,PA
ACC_002301,CUST_000578,current,active,USD,2022-07-29T20:53:18Z,,AE
ACC_002302,CUST_004676,current,active,USD,2023-07-15T05:22:55Z,,AE
ACC_002303,CUST_002887,wallet,active,USD,2020-04-25T11:04:00Z,,AU
ACC_002304,CUST_000461,savings,active,USD,2024-04-06T01:41:54Z,,GB
ACC_002305,CUST_004230,wallet,active,USD,2024-04-10T10:14:29Z,,AE
ACC_002306,CUST_002524,current,active,USD,2020-04-28T07:19:04Z,,SG
ACC_002307,CUST_004771,wallet,active,USD,2023-02-06T21:08:05Z,,GB
ACC_002308,CUST_003711,current,active,USD,2024-08-12T06:28:20Z,,DE
ACC_002309,CUST_003345,savings,closed,USD,2021-09-13T09:16:18Z,2022-06-05T09:16:18Z,VG
ACC_002310,CUST_002172,savings,active,USD,2021-09-14T10:36:20Z,,DE
ACC_002311,CUST_004082,current,active,USD,2021-04-15T04:52:41Z,,BR
ACC_002312,CUST_004016,current,active,USD,2023-03-09T17:45:55Z,,PA
ACC_002313,CUST_004440,wallet,active,USD,2021-03-24T17:05:00Z,,VG
ACC_002314,CUST_002573,business,active,USD,2024-02-15T06:07:56Z,,US
ACC_002315,CUST_003469,business,active,USD,2020-04-25T19:00:25Z,,US
ACC_002316,CUST_001841,savings,closed,USD,2023-06-27T12:59:08Z,2023-11-19T12:59:08Z,BR
ACC_002317,CUST_003995,current,active,USD,2023-01-21T19:45:57Z,,BR
ACC_002318,CUST_002513,current,dormant,USD,2023-01-24T01:09:59Z,,AE
ACC_002319,CUST_003751,current,active,USD,2021-05-05T17:52:30Z,,HK
ACC_002320,CUST_002270,wallet,dormant,USD,2024-01-10T16:10:22Z,,HK
ACC_002321,CUST_004496,current,active,USD,2022-07-24T21:43:25Z,,US
ACC_002322,CUST_001273,current,active,USD,2021-05-27T01:51:15Z,,GB
ACC_002323,CUST_002316,current,active,USD,2024-01-20T10:31:08Z,,ZA
ACC_002324,CUST_001188,current,active,USD,2023-04-22T17:19:41Z,,AU
ACC_002325,CUST_004344,current,active,USD,2022-07-12T15:14:32Z,,BR
ACC_002326,CUST_003019,business,active,USD,2024-05-05T08:22:25Z,,PA
ACC_002327,CUST_003236,current,active,USD,2022-01-14T21:31:38Z,,CA
ACC_002328,CUST_004655,current,active,USD,2024-12-01T23:14:32Z,,PA
ACC_002329,CUST_004052,current,active,USD,2023-05-28T08:10:46Z,,AE
ACC_002330,CUST_000161,savings,active,USD,2022-06-22T16:30:54Z,,ZA
ACC_002331,CUST_003294,savings,active,USD,2022-10-03T02:49:40Z,,GB
ACC_002332,CUST_004224,current,dormant,USD,2021-04-05T21:02:05Z,,VG
ACC_002333,CUST_003440,wallet,active,USD,2020-03-28T00:22:08Z,,ZA
ACC_002334,CUST_000545,savings,active,USD,2024-09-12T09:06:41Z,,US
ACC_002335,CUST_003943,current,active,USD,2020-08-31T10:14:08Z,,AE
ACC_002336,CUST_003724,current,dormant,USD,2021-12-24T02:54:58Z,,AU
ACC_002337,CUST_001760,savings,active,USD,2020-09-01T13:58:02Z,,ZA
ACC_002338,CUST_004464,wallet,active,USD,2023-07-22T23:53:21Z,,SG
ACC_002339,CUST_000889,savings,active,USD,2025-01-09T00:52:50Z,,SG
ACC_002340,CUST_003153,current,active,USD,2022-06-11T18:38:45Z,,SG
ACC_002341,CUST_001254,savings,active,USD,2023-03-15T05:05:00Z,,ZA
ACC_002342,CUST_004730,current,active,USD,2021-06-04T01:15:13Z,,BR
ACC_002343,CUST_000799,current,active,USD,2023-06-06T10:26:21Z,,HK
ACC_002344,CUST_003012,current,active,USD,2025-03-20T03:06:14Z,,HK
ACC_002345,CUST_003782,current,active,USD,2021-04-18T09:11:12Z,,VG
ACC_002346,CUST_002576,business,active,USD,2022-12-05T06:05:27Z,,GB
ACC_002347,CUST_001742,wallet,active,USD,2022-12-23T12:03:22Z,,BR
ACC_002348,CUST_002911,savings,active,USD,2024-11-30T22:21:14Z,,ZA
ACC_002349,CUST_001242,savings,active,USD,2024-12-22T19:21:37Z,,DE
ACC_002350,CUST_003805,savings,dormant,USD,2021-11-01T04:56:00Z,,SG
ACC_002351,CUST_000245,business,dormant,USD,2021-09-11T17:54:49Z,,VG
ACC_002352,CUST_002104,savings,dormant,USD,2022-07-14T08:16:27Z,,AU
ACC_002353,CUST_004651,business,dormant,USD,2021-07-25T14:14:33Z,,BR
ACC_002354,CUST_001194,current,active,USD,2020-02-22T10:57:22Z,,ZA
ACC_002355,CUST_003731,current,active,USD,2023-08-18T02:31:22Z,,ZA
ACC_002356,CUST_003394,current,active,USD,2023-08-25T08:11:24Z,,SG
ACC_002357,CUST_004481,savings,active,USD,2020-07-09T21:43:28Z,,CA
ACC_002358,CUST_000054,savings,active,USD,2023-12-05T05:25:50Z,,SG
ACC_002359,CUST_002175,current,active,USD,2022-02-11T23:59:53Z,,AU
ACC_002360,CUST_000614,savings,active,USD,2021-06-28T14:15:49Z,,PA
ACC_002361,CUST_002751,savings,dormant,USD,2022-01-31T12:52:20Z,,CA
ACC_002362,CUST_004223,business,active,USD,2023-07-06T10:11:13Z,,AU
ACC_002363,CUST_004721,savings,active,USD,2024-07-15T15:02:32Z,,DE
ACC_002364,CUST_001211,current,active,USD,2024-05-17T01:07:52Z,,SG
ACC_002365,CUST_003688,business,active,USD,2024-02-27T05:18:46Z,,AU
ACC_002366,CUST_003209,current,dormant,USD,2022-11-09T11:56:19Z,,CA
ACC_002367,CUST_002673,business,active,USD,2022-03-07T01:31:13Z,,DE
ACC_002368,CUST_001242,current,closed,USD,2020-07-06T12:19:08Z,2021-05-31T12:19:08Z,AU
ACC_002369,CUST_001988,current,active,USD,2020-06-11T19:41:32Z,,AU
ACC_002370,CUST_004592,current,active,USD,2024-01-03T05:55:35Z,,SG
ACC_002371,CUST_000916,savings,closed,USD,2023-10-07T19:48:32Z,2024-05-02T19:48:32Z,GB
ACC_002372,CUST_000333,current,active,USD,2024-10-16T03:21:36Z,,GB
ACC_002373,CUST_004415,savings,active,USD,2022-06-08T21:41:02Z,,CA
ACC_002374,CUST_001077,current,active,USD,2023-12-17T11:48:40Z,,BR
ACC_002375,CUST_003671,savings,active,USD,2020-02-22T20:33:16Z,,PA
ACC_002376,CUST_004766,current,active,USD,2022-05-14T05:28:09Z,,ZA
ACC_002377,CUST_000590,business,active,USD,2021-04-18T17:30:18Z,,GB
ACC_002378,CUST_004183,business,active,USD,2024-02-22T06:16:47Z,,PA
ACC_002379,CUST_002907,savings,active,USD,2022-10-06T06:04:47Z,,DE
ACC_002380,CUST_000814,wallet,active,USD,2021-07-15T01:07:28Z,,AU
ACC_002381,CUST_003670,savings,active,USD,2021-10-01T17:10:01Z,,SG
ACC_002382,CUST_004068,business,dormant,USD,2021-03-28T17:55:18Z,,SG
ACC_002383,CUST_004308,business,closed,USD,2023-06-22T04:51:51Z,2024-04-27T04:51:51Z,SG
ACC_002384,CUST_002644,current,active,USD,2025-02-06T04:21:07Z,,ZA
ACC_002385,CUST_000593,savings,active,USD,2020-08-10T20:21:21Z,,HK
ACC_002386,CUST_001005,savings,active,USD,2024-02-12T12:30:35Z,,VG
ACC_002387,CUST_000915,current,active,USD,2025-03-19T10:14:39Z,,VG
ACC_002388,CUST_003158,savings,active,USD,2021-04-04T09:34:30Z,,US
ACC_002389,CUST_001724,wallet,active,USD,2020-05-14T13:44:51Z,,HK
ACC_002390,CUST_000467,current,active,USD,2022-06-16T16:01:03Z,,CA
ACC_002391,CUST_004674,savings,active,USD,2024-06-08T01:23:30Z,,PA
ACC_002392,CUST_002902,current,active,USD,2023-05-09T17:19:45Z,,AU
ACC_002393,CUST_003546,savings,closed,USD,2020-10-24T13:48:34Z,2021-05-29T13:48:34Z,SG
ACC_002394,CUST_001664,current,active,USD,2020-07-05T00:09:16Z,,ZA
ACC_002395,CUST_001059,current,active,USD,2021-08-31T02:14:29Z,,SG
ACC_002396,CUST_001407,savings,active,USD,2020-07-03T13:16:20Z,,GB
ACC_002397,CUST_003917,current,active,USD,2023-05-16T06:41:45Z,,AU
ACC_002398,CUST_002866,business,active,USD,2023-03-24T11:00:32Z,,BR
ACC_002399,CUST_003895,current,active,USD,2024-07-16T22:38:08Z,,ZA
ACC_002400,CUST_003844,current,active,USD,2022-05-18T00:36:28Z,,SG
ACC_002401,CUST_001808,current,active,USD,2021-01-16T15:25:34Z,,SG
ACC_002402,CUST_002991,current,active,USD,2021-11-26T08:17:38Z,,HK
ACC_002403,CUST_004872,savings,active,USD,2021-11-29T11:43:52Z,,ZA
ACC_002404,CUST_001085,savings,active,USD,2023-04-25T19:13:07Z,,VG
ACC_002405,CUST_000671,current,active,USD,2021-10-14T00:07:54Z,,BR
ACC_002406,CUST_003677,current,active,USD,2021-08-08T05:12:32Z,,US
ACC_002407,CUST_002289,savings,dormant,USD,2023-01-01T16:45:04Z,,DE
ACC_002408,CUST_002448,savings,closed,USD,2024-04-16T01:02:59Z,2024-12-08T01:02:59Z,HK
ACC_002409,CUST_003435,savings,active,USD,2021-07-31T18:24:24Z,,BR
ACC_002410,CUST_003346,current,active,USD,2022-06-19T00:13:37Z,,GB
ACC_002411,CUST_000838,current,active,USD,2021-08-07T09:49:01Z,,VG
ACC_002412,CUST_003998,current,active,USD,2023-06-07T03:54:07Z,,CA
ACC_002413,CUST_002693,current,active,USD,2020-05-26T00:02:16Z,,AU
ACC_002414,CUST_003728,current,active,USD,2021-10-27T09:04:44Z,,CA
ACC_002415,CUST_001221,savings,active,USD,2025-01-13T06:52:39Z,,DE
ACC_002416,CUST_001447,savings,active,USD,2022-01-31T01:39:57Z,,AU
ACC_002417,CUST_001217,business,active,USD,2023-08-01T14:27:50Z,,BR
ACC_002418,CUST_001809,savings,active,USD,2023-02-28T18:46:59Z,,GB
ACC_002419,CUST_003421,savings,active,USD,2024-05-27T10:12:46Z,,HK
ACC_002420,CUST_002460,wallet,active,USD,2021-03-02T20:48:03Z,,AE
ACC_002421,CUST_002231,current,active,USD,2021-04-29T15:20:25Z,,PA
ACC_002422,CUST_003175,business,active,USD,2025-03-05T16:15:35Z,,BR
ACC_002423,CUST_000382,savings,active,USD,2023-02-07T19:39:37Z,,US
ACC_002424,CUST_004007,current,active,USD,2020-05-05T23:12:04Z,,AE
ACC_002425,CUST_000348,business,active,USD,2020-08-05T16:46:46Z,,GB
ACC_002426,CUST_001447,savings,active,USD,2020-01-10T16:57:47Z,,AU
ACC_002427,CUST_004275,savings,active,USD,2023-01-06T18:17:20Z,,US
ACC_002428,CUST_001066,business,active,USD,2023-03-20T20:30:34Z,,US
ACC_002429,CUST_003485,savings,active,USD,2021-11-22T20:20:28Z,,GB
ACC_002430,CUST_001010,current,active,USD,2021-03-27T03:48:34Z,,HK
ACC_002431,CUST_003559,savings,active,USD,2021-10-23T07:06:53Z,,SG
ACC_002432,CUST_000787,savings,active,USD,2024-06-18T18:09:29Z,,SG
ACC_002433,CUST_000356,savings,active,USD,2024-04-25T22:53:56Z,,SG
ACC_002434,CUST_004807,savings,active,USD,2021-12-28T16:31:15Z,,PA
ACC_002435,CUST_000765,business,active,USD,2022-01-14T18:25:26Z,,US
ACC_002436,CUST_002551,current,active,USD,2021-10-27T17:44:54Z,,BR
ACC_002437,CUST_004464,current,closed,USD,2021-07-31T23:49:01Z,2022-06-14T23:49:01Z,SG
ACC_002438,CUST_000604,savings,active,USD,2022-12-28T00:36:59Z,,PA
ACC_002439,CUST_003394,current,active,USD,2021-03-17T22:04:28Z,,SG
ACC_002440,CUST_001286,current,active,USD,2023-01-11T19:54:36Z,,CA
ACC_002441,CUST_002126,savings,active,USD,2020-01-25T21:33:42Z,,VG
ACC_002442,CUST_000467,savings,dormant,USD,2022-02-26T23:56:30Z,,CA
ACC_002443,CUST_001367,current,active,USD,2020-11-13T20:23:32Z,,PA
ACC_002444,CUST_001875,current,active,USD,2025-02-27T18:40:00Z,,HK
ACC_002445,CUST_003155,business,dormant,USD,2023-09-11T11:40:06Z,,BR
ACC_002446,CUST_001120,current,active,USD,2020-08-19T04:38:18Z,,GB
ACC_002447,CUST_004609,savings,active,USD,2022-01-26T01:50:14Z,,HK
ACC_002448,CUST_004571,current,active,USD,2022-12-14T03:09:50Z,,GB
ACC_002449,CUST_002440,business,active,USD,2023-02-27T23:45:03Z,,HK
ACC_002450,CUST_004184,business,active,USD,2020-12-24T11:44:59Z,,VG
ACC_002451,CUST_004130,savings,active,USD,2022-02-12T21:30:51Z,,AE
ACC_002452,CUST_004236,savings,active,USD,2021-08-19T10:53:36Z,,BR
ACC_002453,CUST_003561,wallet,active,USD,2025-02-14T03:13:25Z,,HK
ACC_002454,CUST_004436,wallet,active,USD,2025-03-21T04:45:11Z,,BR
ACC_002455,CUST_002930,business,active,USD,2022-04-07T17:04:40Z,,BR
ACC_002456,CUST_000316,savings,active,USD,2023-08-05T04:54:54Z,,ZA
ACC_002457,CUST_004014,savings,dormant,USD,2021-11-13T13:11:22Z,,SG
ACC_002458,CUST_004813,current,active,USD,2020-02-27T11:29:01Z,,GB
ACC_002459,CUST_001660,wallet,active,USD,2022-05-13T17:15:13Z,,GB
ACC_002460,CUST_001575,business,active,USD,2020-11-22T08:35:22Z,,US
ACC_002461,CUST_003235,current,active,USD,2024-08-11T17:41:26Z,,HK
ACC_002462,CUST_003685,business,active,USD,2023-11-18T17:39:43Z,,US
ACC_002463,CUST_004727,business,active,USD,2025-02-23T20:36:52Z,,SG
ACC_002464,CUST_000159,savings,active,USD,2022-08-04T16:39:47Z,,VG
ACC_002465,CUST_004008,savings,active,USD,2024-03-02T21:29:19Z,,DE
ACC_002466,CUST_001944,current,active,USD,2024-09-07T06:26:17Z,,SG
ACC_002467,CUST_000209,savings,active,USD,2022-05-10T17:01:42Z,,GB
ACC_002468,CUST_002296,savings,active,USD,2022-12-26T23:55:02Z,,PA
ACC_002469,CUST_000049,current,dormant,USD,2022-03-09T12:23:27Z,,HK
ACC_002470,CUST_003309,savings,active,USD,2023-06-28T20:51:25Z,,GB
ACC_002471,CUST_002566,current,active,USD,2023-01-03T19:32:23Z,,HK
ACC_002472,CUST_000663,current,closed,USD,2021-04-12T21:33:28Z,2021-08-19T21:33:28Z,VG
ACC_002473,CUST_001407,savings,active,USD,2022-02-10T13:19:05Z,,GB
ACC_002474,CUST_000234,wallet,active,USD,2023-05-16T12:55:05Z,,BR
ACC_002475,CUST_004600,wallet,active,USD,2022-03-03T23:59:10Z,,VG
ACC_002476,CUST_000590,current,active,USD,2023-02-03T23:59:47Z,,CA
ACC_002477,CUST_004771,current,active,USD,2022-12-23T16:52:06Z,,GB
ACC_002478,CUST_001835,current,active,USD,2023-09-19T17:20:37Z,,CA
ACC_002479,CUST_002630,savings,closed,USD,2021-12-15T21:42:36Z,2022-07-06T21:42:36Z,PA
ACC_002480,CUST_002002,current,active,USD,2020-09-01T02:33:36Z,,GB
ACC_002481,CUST_004783,current,active,USD,2022-02-28T19:49:06Z,,VG
ACC_002482,CUST_004312,current,active,USD,2023-08-03T03:40:33Z,,AU
ACC_002483,CUST_000067,savings,active,USD,2022-10-23T12:38:56Z,,SG
ACC_002484,CUST_003595,savings,active,USD,2020-08-14T02:38:18Z,,AU
ACC_002485,CUST_004696,savings,active,USD,2021-08-16T05:19:09Z,,ZA
ACC_002486,CUST_002379,current,active,USD,2021-02-13T22:37:22Z,,DE
ACC_002487,CUST_003861,savings,active,USD,2021-11-20T19:38:17Z,,HK
ACC_002488,CUST_001053,current,active,USD,2022-10-05T16:41:33Z,,HK
ACC_002489,CUST_003622,current,active,USD,2023-12-21T17:50:47Z,,ZA
ACC_002490,CUST_003978,wallet,dormant,USD,2022-08-15T03:12:11Z,,SG
ACC_002491,CUST_004772,business,active,USD,2020-03-13T20:37:15Z,,DE
ACC_002492,CUST_002832,current,active,USD,2020-05-05T10:24:14Z,,AE
ACC_002493,CUST_004800,business,active,USD,2020-11-08T18:04:38Z,,GB
ACC_002494,CUST_001603,savings,active,USD,2021-11-06T15:04:40Z,,VG
ACC_002495,CUST_003377,current,active,USD,2022-02-28T15:16:40Z,,AE
ACC_002496,CUST_004367,current,active,USD,2020-09-09T05:30:58Z,,AU
ACC_002497,CUST_004324,savings,dormant,USD,2024-01-12T16:33:46Z,,SG
ACC_002498,CUST_000896,savings,closed,USD,2020-05-19T21:49:12Z,2021-02-06T21:49:12Z,AU
ACC_002499,CUST_000699,business,active,USD,2024-12-09T12:43:10Z,,CA
ACC_002500,CUST_003488,current,active,USD,2022-02-05T02:03:48Z,,AE
ACC_002501,CUST_000209,business,active,USD,2024-02-17T10:33:59Z,,US
ACC_002502,CUST_000406,current,active,USD,2025-02-13T22:57:51Z,,BR
ACC_002503,CUST_001174,savings,dormant,USD,2022-02-02T08:27:17Z,,GB
ACC_002504,CUST_000221,wallet,active,USD,2021-05-18T16:54:32Z,,HK
ACC_002505,CUST_003778,savings,active,USD,2024-02-07T03:06:32Z,,PA
ACC_002506,CUST_003856,current,active,USD,2021-05-21T11:16:02Z,,BR
ACC_002507,CUST_001226,current,active,USD,2023-07-27T10:01:25Z,,GB
ACC_002508,CUST_000332,savings,active,USD,2023-09-29T05:34:11Z,,AE
ACC_002509,CUST_000515,current,active,USD,2022-01-01T16:19:45Z,,US
ACC_002510,CUST_001071,current,active,USD,2020-06-02T09:06:19Z,,AE
ACC_002511,CUST_003239,current,active,USD,2020-02-21T10:39:45Z,,ZA
ACC_002512,CUST_001829,current,dormant,USD,2024-06-01T04:36:17Z,,GB
ACC_002513,CUST_003479,business,active,USD,2021-09-01T13:41:21Z,,SG
ACC_002514,CUST_001913,current,dormant,USD,2020-02-23T13:08:32Z,,US
ACC_002515,CUST_001050,savings,active,USD,2023-06-02T13:28:29Z,,ZA
ACC_002516,CUST_003510,current,active,USD,2023-06-13T08:29:03Z,,AE
ACC_002517,CUST_004425,business,active,USD,2021-07-29T22:43:42Z,,PA
ACC_002518,CUST_000624,savings,active,USD,2020-12-23T10:05:19Z,,GB
ACC_002519,CUST_001912,business,active,USD,2022-01-03T22:11:49Z,,AU
ACC_002520,CUST_000738,savings,active,USD,2024-06-22T19:16:38Z,,SG
ACC_002521,CUST_001389,current,active,USD,2024-09-01T19:10:53Z,,BR
ACC_002522,CUST_000193,current,active,USD,2020-10-15T07:45:43Z,,DE
ACC_002523,CUST_003528,current,dormant,USD,2021-01-05T13:26:04Z,,VG
ACC_002524,CUST_004005,savings,active,USD,2024-05-12T22:27:30Z,,ZA
ACC_002525,CUST_004029,savings,dormant,USD,2023-04-29T11:37:29Z,,SG
ACC_002526,CUST_000313,savings,active,USD,2022-07-23T19:25:37Z,,PA
ACC_002527,CUST_000032,current,active,USD,2020-01-27T17:18:33Z,,VG
ACC_002528,CUST_004867,wallet,active,USD,2022-07-11T18:18:54Z,,AU
ACC_002529,CUST_003984,wallet,active,USD,2021-07-24T14:59:15Z,,CA
ACC_002530,CUST_003913,current,active,USD,2022-09-03T13:04:39Z,,AE
ACC_002531,CUST_003180,current,active,USD,2020-04-14T06:34:22Z,,GB
ACC_002532,CUST_000647,current,active,USD,2021-04-16T21:31:24Z,,AE
ACC_002533,CUST_001613,current,active,USD,2023-02-17T00:01:10Z,,CA
ACC_002534,CUST_003648,current,active,USD,2021-01-18T18:17:40Z,,BR
ACC_002535,CUST_001890,savings,active,USD,2022-01-27T07:32:33Z,,VG
ACC_002536,CUST_001341,wallet,active,USD,2022-05-28T22:08:42Z,,AE
ACC_002537,CUST_004600,savings,active,USD,2021-11-07T04:00:02Z,,VG
ACC_002538,CUST_002959,savings,active,USD,2022-09-17T09:56:13Z,,DE
ACC_002539,CUST_003111,business,active,USD,2024-07-06T19:31:29Z,,GB
ACC_002540,CUST_001359,current,active,USD,2022-10-17T14:50:49Z,,AE
ACC_002541,CUST_004363,savings,active,USD,2024-02-04T10:43:54Z,,PA
ACC_002542,CUST_002915,business,active,USD,2020-08-09T12:24:14Z,,AE
ACC_002543,CUST_001615,current,active,USD,2021-08-24T09:16:31Z,,US
ACC_002544,CUST_001932,wallet,active,USD,2021-05-25T05:04:42Z,,HK
ACC_002545,CUST_002468,current,active,USD,2022-01-23T17:04:12Z,,US
ACC_002546,CUST_002924,savings,active,USD,2022-08-21T22:26:17Z,,AE
ACC_002547,CUST_001959,current,active,USD,2023-10-08T09:42:20Z,,CA
ACC_002548,CUST_003648,current,active,USD,2020-10-18T05:12:16Z,,ZA
ACC_002549,CUST_002156,current,active,USD,2023-08-07T19:58:31Z,,AU
ACC_002550,CUST_001630,business,active,USD,2020-04-19T03:01:40Z,,DE
ACC_002551,CUST_000584,savings,active,USD,2021-09-14T10:20:32Z,,BR
ACC_002552,CUST_003854,savings,active,USD,2025-02-05T07:28:18Z,,AE
ACC_002553,CUST_003777,current,active,USD,2020-07-14T02:32:52Z,,ZA
ACC_002554,CUST_002089,current,active,USD,2020-04-04T09:14:21Z,,GB
ACC_002555,CUST_002688,current,active,USD,2020-02-25T01:18:03Z,,US
ACC_002556,CUST_004524,savings,active,USD,2022-11-11T14:01:27Z,,AU
ACC_002557,CUST_003499,business,active,USD,2020-02-10T19:13:32Z,,AU
ACC_002558,CUST_004426,business,active,USD,2023-06-12T16:10:32Z,,DE
ACC_002559,CUST_000777,current,active,USD,2020-04-09T18:08:26Z,,GB
ACC_002560,CUST_002285,current,active,USD,2023-05-31T07:58:29Z,,GB
ACC_002561,CUST_002436,current,active,USD,2020-06-17T13:32:24Z,,DE
ACC_002562,CUST_003824,current,dormant,USD,2020-06-10T15:10:33Z,,PA
ACC_002563,CUST_003460,current,active,USD,2021-01-24T14:48:52Z,,HK
ACC_002564,CUST_001449,savings,closed,USD,2020-02-22T00:42:17Z,2020-12-22T00:42:17Z,BR
ACC_002565,CUST_001880,current,active,USD,2024-10-09T21:22:14Z,,GB
