counterparty_id,counterparty_type,counterparty_name,country_code,institution_name,external_account_ref,risk_score
CP_000277,merchant,Synthetic Counterparty 000277,DE,Synthetic Institution 002,EXT-00000277,27.31
CP_000278,beneficiary,Synthetic Counterparty 000278,VG,Synthetic Institution 003,EXT-00000278,25.24
CP_000279,merchant,Synthetic Counterparty 000279,DE,Synthetic Institution 004,EXT-00000279,40.35
CP_000280,merchant,Synthetic Counterparty 000280,VG,Synthetic Institution 005,EXT-00000280,66.84
CP_000281,bank,Synthetic Counterparty 000281,DE,Synthetic Institution 006,EXT-00000281,7.08
CP_000282,beneficiary,Synthetic Counterparty 000282,DE,Synthetic Institution 007,EXT-00000282,20.06
CP_000283,beneficiary,Synthetic Counterparty 000283,SG,Synthetic Institution 008,EXT-00000283,56.69
CP_000284,merchant,Synthetic Counterparty 000284,SG,Synthetic Institution 009,EXT-00000284,15.71
CP_000285,bank,Synthetic Counterparty 000285,SG,Synthetic Institution 010,EXT-00000285,19.09
CP_000286,merchant,Synthetic Counterparty 000286,ZA,Synthetic Institution 011,EXT-00000286,27.82
CP_000287,beneficiary,Synthetic Counterparty 000287,AU,Synthetic Institution 012,EXT-00000287,43.89
CP_000288,wallet,Synthetic Counterparty 000288,CA,Synthetic Institution 013,EXT-00000288,50.1
CP_000289,wallet,Synthetic Counterparty 000289,ZA,Synthetic Institution 014,EXT-00000289,65.54
CP_000290,merchant,Synthetic Counterparty 000290,AU,Synthetic Institution 015,EXT-00000290,0.0
CP_000291,merchant,Synthetic Counterparty 000291,CA,Synthetic Institution 016,EXT-00000291,41.66
CP_000292,bank,Synthetic Counterparty 000292,AE,Synthetic Institution 017,EXT-00000292,15.03
CP_000293,wallet,Synthetic Counterparty 000293,DE,Synthetic Institution 018,EXT-00000293,71.44
CP_000294,beneficiary,Synthetic Counterparty 000294,GB,Synthetic Institution 019,EXT-00000294,39.67
CP_000295,beneficiary,Synthetic Counterparty 000295,AE,Synthetic Institution 020,EXT-00000295,26.57
CP_000296,beneficiary,Synthetic Counterparty 000296,VG,Synthetic Institution 021,EXT-00000296,66.97
CP_000297,beneficiary,Synthetic Counterparty 000297,HK,Synthetic Institution 022,EXT-00000297,39.91
CP_000298,bank,Synthetic Counterparty 000298,AU,Synthetic Institution 023,EXT-00000298,16.52
CP_000299,merchant,Synthetic Counterparty 000299,AU,Synthetic Institution 024,EXT-00000299,33.92
CP_000300,wallet,Synthetic Counterparty 000300,DE,Synthetic Institution 025,EXT-00000300,11.08
CP_000301,bank,Synthetic Counterparty 000301,AU,Synthetic Institution 001,EXT-00000301,29.09
CP_000302,merchant,Synthetic Counterparty 000302,PA,Synthetic Institution 002,EXT-00000302,76.24
CP_000303,beneficiary,Synthetic Counterparty 000303,VG,Synthetic Institution 003,EXT-00000303,27.56
CP_000304,beneficiary,Synthetic Counterparty 000304,DE,Synthetic Institution 004,EXT-00000304,4.45
CP_000305,merchant,Synthetic Counterparty 000305,BR,Synthetic Institution 005,EXT-00000305,40.07
CP_000306,beneficiary,Synthetic Counterparty 000306,GB,Synthetic Institution 006,EXT-00000306,59.85
CP_000307,beneficiary,Synthetic Counterparty 000307,CA,Synthetic Institution 007,EXT-00000307,30.2
CP_000308,merchant,Synthetic Counterparty 000308,SG,Synthetic Institution 008,EXT-00000308,35.3
CP_000309,bank,Synthetic Counterparty 000309,AU,Synthetic Institution 009,EXT-00000309,1.19
CP_000310,merchant,Synthetic Counterparty 000310,PA,Synthetic Institution 010,EXT-00000310,74.71
CP_000311,beneficiary,Synthetic Counterparty 000311,PA,Synthetic Institution 011,EXT-00000311,45.96
CP_000312,merchant,Synthetic Counterparty 000312,DE,Synthetic Institution 012,EXT-00000312,41.03
CP_000313,merchant,Synthetic Counterparty 000313,US,Synthetic Institution 013,EXT-00000313,55.01
CP_000314,beneficiary,Synthetic Counterparty 000314,PA,Synthetic Institution 014,EXT-00000314,60.53
CP_000315,merchant,Synthetic Counterparty 000315,VG,Synthetic Institution 015,EXT-00000315,39.26
CP_000316,beneficiary,Synthetic Counterparty 000316,AU,Synthetic Institution 016,EXT-00000316,32.85
CP_000317,bank,Synthetic Counterparty 000317,AE,Synthetic Institution 017,EXT-00000317,37.66
CP_000318,exchange,Synthetic Counterparty 000318,US,Synthetic Institution 018,EXT-00000318,60.28
CP_000319,merchant,Synthetic Counterparty 000319,HK,Synthetic Institution 019,EXT-00000319,32.4
CP_000320,wallet,Synthetic Counterparty 000320,SG,Synthetic Institution 020,EXT-00000320,16.39
CP_000321,merchant,Synthetic Counterparty 000321,ZA,Synthetic Institution 021,EXT-00000321,75.16
CP_000322,beneficiary,Synthetic Counterparty 000322,GB,Synthetic Institution 022,EXT-00000322,37.9
CP_000323,merchant,Synthetic Counterparty 000323,ZA,Synthetic Institution 023,EXT-00000323,54.53
CP_000324,beneficiary,Synthetic Counterparty 000324,PA,Synthetic Institution 024,EXT-00000324,41.4
CP_000325,merchant,Synthetic Counterparty 000325,GB,Synthetic Institution 025,EXT-00000325,8.04
CP_000326,bank,Synthetic Counterparty 000326,BR,Synthetic Institution 001,EXT-00000326,29.17
CP_000327,beneficiary,Synthetic Counterparty 000327,US,Synthetic Institution 002,EXT-00000327,31.23
CP_000328,merchant,Synthetic Counterparty 000328,BR,Synthetic Institution 003,EXT-00000328,2.01
CP_000329,merchant,Synthetic Counterparty 000329,CA,Synthetic Institution 004,EXT-00000329,51.56
CP_000330,merchant,Synthetic Counterparty 000330,AU,Synthetic Institution 005,EXT-00000330,6.64
CP_000331,merchant,Synthetic Counterparty 000331,SG,Synthetic Institution 006,EXT-00000331,23.0
CP_000332,bank,Synthetic Counterparty 000332,PA,Synthetic Institution 007,EXT-00000332,44.88
CP_000333,merchant,Synthetic Counterparty 000333,BR,Synthetic Institution 008,EXT-00000333,16.33
CP_000334,merchant,Synthetic Counterparty 000334,VG,Synthetic Institution 009,EXT-00000334,43.01
CP_000335,beneficiary,Synthetic Counterparty 000335,HK,Synthetic Institution 010,EXT-00000335,10.01
CP_000336,merchant,Synthetic Counterparty 000336,AU,Synthetic Institution 011,EXT-00000336,43.81
CP_000337,beneficiary,Synthetic Counterparty 000337,SG,Synthetic Institution 012,EXT-00000337,30.07
CP_000338,bank,Synthetic Counterparty 000338,BR,Synthetic Institution 013,EXT-00000338,22.26
CP_000339,merchant,Synthetic Counterparty 000339,SG,Synthetic Institution 014,EXT-00000339,39.21
CP_000340,bank,Synthetic Counterparty 000340,CA,Synthetic Institution 015,EXT-00000340,40.36
CP_000341,merchant,Synthetic Counterparty 000341,SG,Synthetic Institution 016,EXT-00000341,0.0
CP_000342,exchange,Synthetic Counterparty 000342,AU,Synthetic Institution 017,EXT-00000342,48.91
CP_000343,beneficiary,Synthetic Counterparty 000343,SG,Synthetic Institution 018,EXT-00000343,8.92
CP_000344,beneficiary,Synthetic Counterparty 000344,DE,Synthetic Institution 019,EXT-00000344,44.64
CP_000345,merchant,Synthetic Counterparty 000345,AE,Synthetic Institution 020,EXT-00000345,56.38
CP_000346,beneficiary,Synthetic Counterparty 000346,ZA,Synthetic Institution 021,EXT-00000346,6.26
CP_000347,merchant,Synthetic Counterparty 000347,ZA,Synthetic Institution 022,EXT-00000347,43.69
CP_000348,merchant,Synthetic Counterparty 000348,AE,Synthetic Institution 023,EXT-00000348,31.11
CP_000349,beneficiary,Synthetic Counterparty 000349,VG,Synthetic Institution 024,EXT-00000349,89.74
CP_000350,beneficiary,Synthetic Counterparty 000350,PA,Synthetic Institution 025,EXT-00000350,35.62
CP_000351,merchant,Synthetic Counterparty 000351,CA,Synthetic Institution 001,EXT-00000351,53.15
CP_000352,exchange,Synthetic Counterparty 000352,SG,Synthetic Institution 002,EXT-00000352,32.24
CP_000353,beneficiary,Synthetic Counterparty 000353,CA,Synthetic Institution 003,EXT-00000353,51.69
CP_000354,merchant,Synthetic Counterparty 000354,DE,Synthetic Institution 004,EXT-00000354,23.92
CP_000355,bank,Synthetic Counterparty 000355,SG,Synthetic Institution 005,EXT-00000355,48.64
CP_000356,bank,Synthetic Counterparty 000356,US,Synthetic Institution 006,EXT-00000356,28.13
CP_000357,merchant,Synthetic Counterparty 000357,AU,Synthetic Institution 007,EXT-00000357,14.28
CP_000358,merchant,Synthetic Counterparty 000358,AU,Synthetic Institution 008,EXT-00000358,0.0
CP_000359,beneficiary,Synthetic Counterparty 000359,HK,Synthetic Institution 009,EXT-00000359,1.23
CP_000360,beneficiary,Synthetic Counterparty 000360,BR,Synthetic Institution 010,EXT-00000360,56.59
CP_000361,bank,Synthetic Counterparty 000361,DE,Synthetic Institution 011,EXT-00000361,65.91
CP_000362,beneficiary,Synthetic Counterparty 000362,US,Synthetic Institution 012,EXT-00000362,28.26
CP_000363,bank,Synthetic Counterparty 000363,CA,Synthetic Institution 013,EXT-00000363,55.48
CP_000364,beneficiary,Synthetic Counterparty 000364,BR,Synthetic Institution 014,EXT-00000364,51.41
CP_000365,wallet,Synthetic Counterparty 000365,AE,Synthetic Institution 015,EXT-00000365,20.71
CP_000366,bank,Synthetic Counterparty 000366,CA,Synthetic Institution 016,EXT-00000366,19.23
CP_000367,exchange,Synthetic Counterparty 000367,PA,Synthetic Institution 017,EXT-00000367,75.12
CP_000368,beneficiary,Synthetic Counterparty 000368,AE,Synthetic Institution 018,EXT-00000368,32.09
CP_000369,merchant,Synthetic Counterparty 000369,HK,Synthetic Institution 019,EXT-00000369,30.91
CP_000370,merchant,Synthetic Counterparty 000370,ZA,Synthetic Institution 020,EXT-00000370,53.34
CP_000371,merchant,Synthetic Counterparty 000371,BR,Synthetic Institution 021,EXT-00000371,47.84
CP_000372,exchange,Synthetic Counterparty 000372,US,Synthetic Institution 022,EXT-00000372,12.88
CP_000373,merchant,Synthetic Counterparty 000373,CA,Synthetic Institution 023,EXT-00000373,42.6
CP_000374,wallet,Synthetic Counterparty 000374,VG,Synthetic Institution 024,EXT-00000374,62.19
CP_000375,merchant,Synthetic Counterparty 000375,HK,Synthetic Institution 025,EXT-00000375,73.3
CP_000376,exchange,Synthetic Counterparty 000376,SG,Synthetic Institution 001,EXT-00000376,25.51
CP_000377,merchant,Synthetic Counterparty 000377,AE,Synthetic Institution 002,EXT-00000377,61.2
CP_000378,beneficiary,Synthetic Counterparty 000378,CA,Synthetic Institution 003,EXT-00000378,54.4
CP_000379,merchant,Synthetic Counterparty 000379,HK,Synthetic Institution 004,EXT-00000379,10.76
CP_000380,merchant,Synthetic Counterparty 000380,US,Synthetic Institution 005,EXT-00000380,19.61
CP_000381,beneficiary,Synthetic Counterparty 000381,HK,Synthetic Institution 006,EXT-00000381,39.17
CP_000382,bank,Synthetic Counterparty 000382,VG,Synthetic Institution 007,EXT-00000382,41.9
CP_000383,beneficiary,Synthetic Counterparty 000383,PA,Synthetic Institution 008,EXT-00000383,55.33
CP_000384,merchant,Synthetic Counterparty 000384,ZA,Synthetic Institution 009,EXT-00000384,38.16
CP_000385,merchant,Synthetic Counterparty 000385,GB,Synthetic Institution 010,EXT-00000385,28.29
CP_000386,wallet,Synthetic Counterparty 000386,GB,Synthetic Institution 011,EXT-00000386,30.83
CP_000387,bank,Synthetic Counterparty 000387,AU,Synthetic Institution 012,EXT-00000387,9.09
CP_000388,exchange,Synthetic Counterparty 000388,HK,Synthetic Institution 013,EXT-00000388,46.31
CP_000389,exchange,Synthetic Counterparty 000389,CA,Synthetic Institution 014,EXT-00000389,30.11
CP_000390,beneficiary,Synthetic Counterparty 000390,BR,Synthetic Institution 015,EXT-00000390,44.46
CP_000391,merchant,Synthetic Counterparty 000391,CA,Synthetic Institution 016,EXT-00000391,26.05
CP_000392,merchant,Synthetic Counterparty 000392,GB,Synthetic Institution 017,EXT-00000392,13.61
CP_000393,exchange,Synthetic Counterparty 000393,AE,Synthetic Institution 018,EXT-00000393,13.65
CP_000394,bank,Synthetic Counterparty 000394,ZA,Synthetic Institution 019,EXT-00000394,54.53
CP_000395,merchant,Synthetic Counterparty 000395,GB,Synthetic Institution 020,EXT-00000395,48.97
CP_000396,merchant,Synthetic Counterparty 000396,GB,Synthetic Institution 021,EXT-00000396,4.29
CP_000397,bank,Synthetic Counterparty 000397,DE,Synthetic Institution 022,EXT-00000397,42.74
CP_000398,bank,Synthetic Counterparty 000398,BR,Synthetic Institution 023,EXT-00000398,35.13
CP_000399,beneficiary,Synthetic Counterparty 000399,SG,Synthetic Institution 024,EXT-00000399,20.09
CP_000400,merchant,Synthetic Counterparty 000400,DE,Synthetic Institution 025,EXT-00000400,28.83
CP_000401,bank,Synthetic Counterparty 000401,HK,Synthetic Institution 001,EXT-00000401,31.57
CP_000402,merchant,Synthetic Counterparty 000402,CA,Synthetic Institution 002,EXT-00000402,4.49
CP_000403,beneficiary,Synthetic Counterparty 000403,ZA,Synthetic Institution 003,EXT-00000403,30.73
CP_000404,beneficiary,Synthetic Counterparty 000404,VG,Synthetic Institution 004,EXT-00000404,28.77
CP_000405,merchant,Synthetic Counterparty 000405,VG,Synthetic Institution 005,EXT-00000405,85.23
CP_000406,bank,Synthetic Counterparty 000406,CA,Synthetic Institution 006,EXT-00000406,35.55
CP_000407,merchant,Synthetic Counterparty 000407,PA,Synthetic Institution 007,EXT-00000407,55.77
CP_000408,beneficiary,Synthetic Counterparty 000408,DE,Synthetic Institution 008,EXT-00000408,29.55
CP_000409,bank,Synthetic Counterparty 000409,SG,Synthetic Institution 009,EXT-00000409,29.26
CP_000410,bank,Synthetic Counterparty 000410,US,Synthetic Institution 010,EXT-00000410,33.73
CP_000411,merchant,Synthetic Counterparty 000411,AU,Synthetic Institution 011,EXT-00000411,45.35
CP_000412,merchant,Synthetic Counterparty 000412,AU,Synthetic Institution 012,EXT-00000412,20.35
CP_000413,merchant,Synthetic Counterparty 000413,DE,Synthetic Institution 013,EXT-00000413,35.45
CP_000414,merchant,Synthetic Counterparty 000414,PA,Synthetic Institution 014,EXT-00000414,31.66
CP_000415,bank,Synthetic Counterparty 000415,ZA,Synthetic Institution 015,EXT-00000415,44.38
CP_000416,beneficiary,Synthetic Counterparty 000416,VG,Synthetic Institution 016,EXT-00000416,80.64
CP_000417,wallet,Synthetic Counterparty 000417,ZA,Synthetic Institution 017,EXT-00000417,0.94
CP_000418,bank,Synthetic Counterparty 000418,AE,Synthetic Institution 018,EXT-00000418,32.84
CP_000419,beneficiary,Synthetic Counterparty 000419,PA,Synthetic Institution 019,EXT-00000419,46.28
CP_000420,merchant,Synthetic Counterparty 000420,US,Synthetic Institution 020,EXT-00000420,25.79
CP_000421,beneficiary,Synthetic Counterparty 000421,US,Synthetic Institution 021,EXT-00000421,0.0
CP_000422,bank,Synthetic Counterparty 000422,AU,Synthetic Institution 022,EXT-00000422,19.71
CP_000423,merchant,Synthetic Counterparty 000423,AU,Synthetic Institution 023,EXT-00000423,4.61
CP_000424,exchange,Synthetic Counterparty 000424,GB,Synthetic Institution 024,EXT-00000424,32.75
CP_000425,merchant,Synthetic Counterparty 000425,PA,Synthetic Institution 025,EXT-00000425,66.64
CP_000426,bank,Synthetic Counterparty 000426,GB,Synthetic Institution 001,EXT-00000426,0.0
CP_000427,merchant,Synthetic Counterparty 000427,VG,Synthetic Institution 002,EXT-00000427,28.66
CP_000428,bank,Synthetic Counterparty 000428,US,Synthetic Institution 003,EXT-00000428,44.98
CP_000429,merchant,Synthetic Counterparty 000429,VG,Synthetic Institution 004,EXT-00000429,78.43
CP_000430,beneficiary,Synthetic Counterparty 000430,AE,Synthetic Institution 005,EXT-00000430,39.12
CP_000431,merchant,Synthetic Counterparty 000431,BR,Synthetic Institution 006,EXT-00000431,51.03
CP_000432,beneficiary,Synthetic Counterparty 000432,AU,Synthetic Institution 007,EXT-00000432,18.95
CP_000433,exchange,Synthetic Counterparty 000433,GB,Synthetic Institution 008,EXT-00000433,31.64
CP_000434,bank,Synthetic Counterparty 000434,BR,Synthetic Institution 009,EXT-00000434,46.68
CP_000435,exchange,Synthetic Counterparty 000435,ZA,Synthetic Institution 010,EXT-00000435,65.34
CP_000436,bank,Synthetic Counterparty 000436,AE,Synthetic Institution 011,EXT-00000436,50.97
CP_000437,merchant,Synthetic Counterparty 000437,DE,Synthetic Institution 012,EXT-00000437,35.75
CP_000438,bank,Synthetic Counterparty 000438,BR,Synthetic Institution 013,EXT-00000438,51.81
CP_000439,beneficiary,Synthetic Counterparty 000439,PA,Synthetic Institution 014,EXT-00000439,57.65
CP_000440,exchange,Synthetic Counterparty 000440,GB,Synthetic Institution 015,EXT-00000440,29.33
CP_000441,merchant,Synthetic Counterparty 000441,PA,Synthetic Institution 016,EXT-00000441,50.99
CP_000442,merchant,Synthetic Counterparty 000442,BR,Synthetic Institution 017,EXT-00000442,34.92
CP_000443,bank,Synthetic Counterparty 000443,BR,Synthetic Institution 018,EXT-00000443,38.32
CP_000444,exchange,Synthetic Counterparty 000444,HK,Synthetic Institution 019,EXT-00000444,36.9
CP_000445,merchant,Synthetic Counterparty 000445,SG,Synthetic Institution 020,EXT-00000445,30.42
CP_000446,merchant,Synthetic Counterparty 000446,ZA,Synthetic Institution 021,EXT-00000446,49.35
CP_000447,exchange,Synthetic Counterparty 000447,VG,Synthetic Institution 022,EXT-00000447,83.66
CP_000448,merchant,Synthetic Counterparty 000448,DE,Synthetic Institution 023,EXT-00000448,13.56
CP_000449,merchant,Synthetic Counterparty 000449,AE,Synthetic Institution 024,EXT-00000449,21.01
CP_000450,wallet,Synthetic Counterparty 000450,DE,Synthetic Institution 025,EXT-00000450,9.0
CP_000451,beneficiary,Synthetic Counterparty 000451,CA,Synthetic Institution 001,EXT-00000451,7.02
CP_000452,merchant,Synthetic Counterparty 000452,US,Synthetic Institution 002,EXT-00000452,17.6
CP_000453,merchant,Synthetic Counterparty 000453,AE,Synthetic Institution 003,EXT-00000453,38.73
CP_000454,merchant,Synthetic Counterparty 000454,VG,Synthetic Institution 004,EXT-00000454,83.85
CP_000455,merchant,Synthetic Counterparty 000455,VG,Synthetic Institution 005,EXT-00000455,49.55
CP_000456,merchant,Synthetic Counterparty 000456,CA,Synthetic Institution 006,EXT-00000456,31.01
CP_000457,bank,Synthetic Counterparty 000457,ZA,Synthetic Institution 007,EXT-00000457,41.13
CP_000458,merchant,Synthetic Counterparty 000458,SG,Synthetic Institution 008,EXT-00000458,34.76
CP_000459,beneficiary,Synthetic Counterparty 000459,VG,Synthetic Institution 009,EXT-00000459,75.7
CP_000460,bank,Synthetic Counterparty 000460,AU,Synthetic Institution 010,EXT-00000460,18.93
CP_000461,beneficiary,Synthetic Counterparty 000461,GB,Synthetic Institution 011,EXT-00000461,40.0
CP_000462,merchant,Synthetic Counterparty 000462,ZA,Synthetic Institution 012,EXT-00000462,25.93
CP_000463,beneficiary,Synthetic Counterparty 000463,HK,Synthetic Institution 013,EXT-00000463,23.3
CP_000464,exchange,Synthetic Counterparty 000464,US,Synthetic Institution 014,EXT-00000464,29.52
CP_000465,beneficiary,Synthetic Counterparty 000465,PA,Synthetic Institution 015,EXT-00000465,67.81
CP_000466,wallet,Synthetic Counterparty 000466,BR,Synthetic Institution 016,EXT-00000466,28.14
CP_000467,beneficiary,Synthetic Counterparty 000467,PA,Synthetic Institution 017,EXT-00000467,49.75
CP_000468,beneficiary,Synthetic Counterparty 000468,SG,Synthetic Institution 018,EXT-00000468,44.68
CP_000469,bank,Synthetic Counterparty 000469,BR,Synthetic Institution 019,EXT-00000469,23.89
CP_000470,exchange,Synthetic Counterparty 000470,ZA,Synthetic Institution 020,EXT-00000470,18.3
CP_000471,exchange,Synthetic Counterparty 000471,AU,Synthetic Institution 021,EXT-00000471,55.57
CP_000472,beneficiary,Synthetic Counterparty 000472,AE,Synthetic Institution 022,EXT-00000472,26.88
CP_000473,beneficiary,Synthetic Counterparty 000473,SG,Synthetic Institution 023,EXT-00000473,34.34
CP_000474,beneficiary,Synthetic Counterparty 000474,PA,Synthetic Institution 024,EXT-00000474,47.17
CP_000475,merchant,Synthetic Counterparty 000475,ZA,Synthetic Institution 025,EXT-00000475,25.88
CP_000476,beneficiary,Synthetic Counterparty 000476,VG,Synthetic Institution 001,EXT-00000476,46.17
CP_000477,exchange,Synthetic Counterparty 000477,HK,Synthetic Institution 002,EXT-00000477,55.67
CP_000478,exchange,Synthetic Counterparty 000478,BR,Synthetic Institution 003,EXT-00000478,39.5
CP_000479,merchant,Synthetic Counterparty 000479,BR,Synthetic Institution 004,EXT-00000479,63.83
CP_000480,exchange,Synthetic Counterparty 000480,ZA,Synthetic Institution 005,EXT-00000480,29.81
CP_000481,beneficiary,Synthetic Counterparty 000481,DE,Synthetic Institution 006,EXT-00000481,21.45
CP_000482,bank,Synthetic Counterparty 000482,AE,Synthetic Institution 007,EXT-00000482,76.62
CP_000483,bank,Synthetic Counterparty 000483,BR,Synthetic Institution 008,EXT-00000483,43.1
CP_000484,beneficiary,Synthetic Counterparty 000484,DE,Synthetic Institution 009,EXT-00000484,27.73
CP_000485,beneficiary,Synthetic Counterparty 000485,AU,Synthetic Institution 010,EXT-00000485,70.88
CP_000486,bank,Synthetic Counterparty 000486,DE,Synthetic Institution 011,EXT-00000486,56.72
CP_000487,beneficiary,Synthetic Counterparty 000487,PA,Synthetic Institution 012,EXT-00000487,41.16
CP_000488,merchant,Synthetic Counterparty 000488,AE,Synthetic Institution 013,EXT-00000488,43.85
CP_000489,exchange,Synthetic Counterparty 000489,AE,Synthetic Institution 014,EXT-00000489,33.57
CP_000490,beneficiary,Synthetic Counterparty 000490,CA,Synthetic Institution 015,EXT-00000490,16.78
CP_000491,bank,Synthetic Counterparty 000491,AU,Synthetic Institution 016,EXT-00000491,3.66
CP_000492,wallet,Synthetic Counterparty 000492,PA,Synthetic Institution 017,EXT-00000492,48.76
CP_000493,exchange,Synthetic Counterparty 000493,GB,Synthetic Institution 018,EXT-00000493,33.23
CP_000494,merchant,Synthetic Counterparty 000494,BR,Synthetic Institution 019,EXT-00000494,20.66
CP_000495,exchange,Synthetic Counterparty 000495,BR,Synthetic Institution 020,EXT-00000495,40.86
CP_000496,beneficiary,Synthetic Counterparty 000496,PA,Synthetic Institution 021,EXT-00000496,69.27
CP_000497,wallet,Synthetic Counterparty 000497,BR,Synthetic Institution 022,EXT-00000497,33.22
CP_000498,exchange,Synthetic Counterparty 000498,AE,Synthetic Institution 023,EXT-00000498,50.6
CP_000499,exchange,Synthetic Counterparty 000499,CA,Synthetic Institution 024,EXT-00000499,25.62
CP_000500,bank,Synthetic Counterparty 000500,AE,Synthetic Institution 025,EXT-00000500,51.31
CP_000501,bank,Synthetic Counterparty 000501,AU,Synthetic Institution 001,EXT-00000501,17.08
CP_000502,merchant,Synthetic Counterparty 000502,VG,Synthetic Institution 002,EXT-00000502,69.44
CP_000503,merchant,Synthetic Counterparty 000503,BR,Synthetic Institution 003,EXT-00000503,43.63
CP_000504,bank,Synthetic Counterparty 000504,SG,Synthetic Institution 004,EXT-00000504,35.23
CP_000505,beneficiary,Synthetic Counterparty 000505,GB,Synthetic Institution 005,EXT-00000505,47.09
CP_000506,beneficiary,Synthetic Counterparty 000506,SG,Synthetic Institution 006,EXT-00000506,47.61
CP_000507,beneficiary,Synthetic Counterparty 000507,SG,Synthetic Institution 007,EXT-00000507,39.99
CP_000508,merchant,Synthetic Counterparty 000508,GB,Synthetic Institution 008,EXT-00000508,38.18
CP_000509,merchant,Synthetic Counterparty 000509,BR,Synthetic Institution 009,EXT-00000509,20.72
CP_000510,beneficiary,Synthetic Counterparty 000510,GB,Synthetic Institution 010,EXT-00000510,20.13
CP_000511,exchange,Synthetic Counterparty 000511,GB,Synthetic Institution 011,EXT-00000511,3.68
CP_000512,bank,Synthetic Counterparty 000512,AU,Synthetic Institution 012,EXT-00000512,42.81
CP_000513,merchant,Synthetic Counterparty 000513,VG,Synthetic Institution 013,EXT-00000513,62.38
CP_000514,merchant,Synthetic Counterparty 000514,SG,Synthetic Institution 014,EXT-00000514,47.23
CP_000515,exchange,Synthetic Counterparty 000515,ZA,Synthetic Institution 015,EXT-00000515,47.11
CP_000516,merchant,Synthetic Counterparty 000516,AU,Synthetic Institution 016,EXT-00000516,35.79
CP_000517,wallet,Synthetic Counterparty 000517,DE,Synthetic Institution 017,EXT-00000517,11.56
CP_000518,bank,Synthetic Counterparty 000518,SG,Synthetic Institution 018,EXT-00000518,30.74
CP_000519,bank,Synthetic Counterparty 000519,US,Synthetic Institution 019,EXT-00000519,14.04
CP_000520,merchant,Synthetic Counterparty 000520,DE,Synthetic Institution 020,EXT-00000520,22.04
CP_000521,bank,Synthetic Counterparty 000521,BR,Synthetic Institution 021,EXT-00000521,27.63
CP_000522,wallet,Synthetic Counterparty 000522,BR,Synthetic Institution 022,EXT-00000522,38.43
CP_000523,beneficiary,Synthetic Counterparty 000523,HK,Synthetic Institution 023,EXT-00000523,33.22
CP_000524,bank,Synthetic Counterparty 000524,VG,Synthetic Institution 024,EXT-00000524,51.25
CP_000525,beneficiary,Synthetic Counterparty 000525,ZA,Synthetic Institution 025,EXT-00000525,50.9
CP_000526,merchant,Synthetic Counterparty 000526,BR,Synthetic Institution 001,EXT-00000526,14.45
CP_000527,exchange,Synthetic Counterparty 000527,VG,Synthetic Institution 002,EXT-00000527,59.56
CP_000528,merchant,Synthetic Counterparty 000528,PA,Synthetic Institution 003,EXT-00000528,70.73
CP_000529,bank,Synthetic Counterparty 000529,ZA,Synthetic Institution 004,EXT-00000529,29.25
CP_000530,bank,Synthetic Counterparty 000530,DE,Synthetic Institution 005,EXT-00000530,19.18
CP_000531,bank,Synthetic Counterparty 000531,GB,Synthetic Institution 006,EXT-00000531,22.47
CP_000532,beneficiary,Synthetic Counterparty 000532,SG,Synthetic Institution 007,EXT-00000532,37.07
CP_000533,merchant,Synthetic Counterparty 000533,SG,Synthetic Institution 008,EXT-00000533,5.59
CP_000534,wallet,Synthetic Counterparty 000534,ZA,Synthetic Institution 009,EXT-00000534,55.93
CP_000535,merchant,Synthetic Counterparty 000535,VG,Synthetic Institution 010,EXT-00000535,88.11
CP_000536,merchant,Synthetic Counterparty 000536,AU,Synthetic Institution 011,EXT-00000536,4.77
CP_000537,beneficiary,Synthetic Counterparty 000537,ZA,Synthetic Institution 012,EXT-00000537,22.3
CP_000538,beneficiary,Synthetic Counterparty 000538,GB,Synthetic Institution 013,EXT-00000538,0.0
CP_000539,beneficiary,Synthetic Counterparty 000539,GB,Synthetic Institution 014,EXT-00000539,26.49
CP_000540,bank,Synthetic Counterparty 000540,HK,Synthetic Institution 015,EXT-00000540,20.41
CP_000541,merchant,Synthetic Counterparty 000541,AU,Synthetic Institution 016,EXT-00000541,24.79
CP_000542,beneficiary,Synthetic Counterparty 000542,ZA,Synthetic Institution 017,EXT-00000542,51.12
CP_000543,exchange,Synthetic Counterparty 000543,AU,Synthetic Institution 018,EXT-00000543,19.25
CP_000544,bank,Synthetic Counterparty 000544,SG,Synthetic Institution 019,EXT-00000544,34.2
CP_000545,beneficiary,Synthetic Counterparty 000545,US,Synthetic Institution 020,EXT-00000545,54.6
CP_000546,beneficiary,Synthetic Counterparty 000546,US,Synthetic Institution 021,EXT-00000546,10.3
CP_000547,merchant,Synthetic Counterparty 000547,BR,Synthetic Institution 022,EXT-00000547,38.02
CP_000548,merchant,Synthetic Counterparty 000548,AU,Synthetic Institution 023,EXT-00000548,0.0
CP_000549,bank,Synthetic Counterparty 000549,AE,Synthetic Institution 024,EXT-00000549,32.89
CP_000550,merchant,Synthetic Counterparty 000550,CA,Synthetic Institution 025,EXT-00000550,38.44
CP_000551,merchant,Synthetic Counterparty 000551,DE,Synthetic Institution 001,EXT-00000551,27.71
CP_000552,merchant,Synthetic Counterparty 000552,PA,Synthetic Institution 002,EXT-00000552,81.11
CP_000553,merchant,Synthetic Counterparty 000553,AU,Synthetic Institution 003,EXT-00000553,33.49
