customer_id,customer_type,customer_segment,jurisdiction,occupation,industry_code,customer_risk_rating,customer_risk_score,onboarded_at
CUST_000642,individual,retail,ZA,Trader,,high,73.04,2020-04-06T19:12:45Z
CUST_000643,individual,retail,CA,Teacher,,low,0.0,2021-12-14T21:00:47Z
CUST_000644,individual,retail,US,Teacher,,low,11.13,2022-03-24T06:22:55Z
CUST_000645,individual,retail,BR,Consultant,,low,34.96,2022-01-16T12:53:12Z
CUST_000646,individual,retail,ZA,Engineer,,medium,44.34,2020-08-26T00:50:01Z
CUST_000647,individual,retail,AE,Trader,,low,35.43,2020-12-31T06:19:44Z
CUST_000648,individual,retail,US,Consultant,,low,11.7,2022-08-28T15:44:44Z
CUST_000649,individual,retail,HK,Consultant,,low,33.28,2024-09-28T03:50:03Z
CUST_000650,individual,retail,ZA,Teacher,,low,35.42,2022-09-13T08:12:55Z
CUST_000651,individual,retail,US,Teacher,,low,26.95,2023-10-12T03:05:12Z
CUST_000652,individual,retail,ZA,Retiree,,low,23.85,2023-03-08T13:27:08Z
CUST_000653,business,corporate,GB,,5221,low,3.19,2021-06-19T16:50:42Z
CUST_000654,individual,affluent,HK,Trader,,low,35.55,2025-01-20T07:05:27Z
CUST_000655,business,small_business,AE,,5416,low,38.32,2022-05-04T03:05:58Z
CUST_000656,individual,retail,AE,Trader,,low,22.56,2023-03-03T12:17:47Z
CUST_000657,individual,retail,ZA,Trader,,low,15.81,2024-09-12T18:28:41Z
CUST_000658,individual,retail,HK,Consultant,,low,37.24,2023-05-18T17:35:03Z
CUST_000659,individual,retail,GB,Consultant,,low,36.81,2024-01-03T01:35:51Z
CUST_000660,individual,retail,US,Consultant,,low,13.27,2022-10-14T04:04:49Z
CUST_000661,individual,retail,PA,Engineer,,medium,65.95,2022-03-21T10:58:21Z
CUST_000662,business,small_business,DE,,4481,low,19.79,2023-09-24T21:11:26Z
CUST_000663,individual,affluent,GB,Retiree,,low,25.52,2021-07-12T10:34:57Z
CUST_000664,business,small_business,ZA,,5416,medium,52.32,2022-05-30T23:06:29Z
CUST_000665,individual,retail,AU,Teacher,,low,5.32,2021-07-10T01:45:30Z
CUST_000666,individual,retail,SG,Engineer,,low,18.97,2021-03-03T09:47:11Z
CUST_000667,individual,retail,CA,Engineer,,medium,47.99,2024-07-06T08:13:28Z
CUST_000668,individual,retail,PA,Retiree,,low,37.44,2021-06-14T05:18:38Z
CUST_000669,business,small_business,SG,,5221,low,31.21,2025-02-04T15:55:31Z
CUST_000670,individual,retail,BR,Consultant,,medium,59.35,2020-07-18T19:10:34Z
CUST_000671,individual,retail,BR,Teacher,,low,12.12,2023-03-13T15:59:05Z
CUST_000672,individual,retail,ZA,Teacher,,medium,48.32,2022-12-26T12:06:52Z
CUST_000673,individual,retail,AU,Teacher,,low,33.53,2020-09-29T10:55:18Z
CUST_000674,individual,retail,VG,Teacher,,medium,46.04,2024-08-10T00:47:44Z
CUST_000675,individual,retail,CA,Trader,,low,33.27,2022-10-18T08:07:00Z
CUST_000676,business,corporate,SG,,7225,low,36.83,2020-04-18T16:07:41Z
CUST_000677,individual,retail,PA,Engineer,,medium,62.26,2020-01-14T02:35:49Z
CUST_000678,individual,retail,AU,Retiree,,low,13.24,2022-06-20T04:16:07Z
CUST_000679,individual,retail,HK,Consultant,,medium,67.51,2020-10-21T12:55:21Z
CUST_000680,individual,retail,HK,Teacher,,low,17.6,2024-04-16T18:36:49Z
CUST_000681,business,corporate,US,,7225,low,35.95,2022-04-03T14:48:50Z
CUST_000682,individual,retail,SG,Trader,,low,19.97,2022-01-07T09:38:42Z
CUST_000683,business,small_business,AE,,6211,low,30.35,2022-10-28T09:00:13Z
CUST_000684,individual,affluent,CA,Teacher,,low,19.81,2020-07-24T16:21:35Z
CUST_000685,individual,retail,VG,Retiree,,low,33.35,2024-02-06T23:21:09Z
CUST_000686,business,small_business,PA,,4481,low,15.54,2022-01-15T20:56:12Z
CUST_000687,individual,retail,DE,Engineer,,low,26.92,2020-10-29T13:08:30Z
CUST_000688,individual,retail,AE,Teacher,,low,9.54,2024-06-13T11:34:01Z
CUST_000689,individual,retail,SG,Trader,,medium,40.38,2025-02-27T06:49:53Z
CUST_000690,individual,affluent,BR,Retiree,,low,34.44,2023-01-19T06:35:50Z
CUST_000691,individual,retail,BR,Engineer,,medium,51.64,2025-01-17T16:26:40Z
CUST_000692,individual,retail,US,Engineer,,low,21.09,2023-04-02T06:32:50Z
CUST_000693,individual,retail,AE,Consultant,,medium,68.76,2022-09-27T04:40:17Z
CUST_000694,individual,retail,AE,Trader,,low,27.13,2022-12-28T07:48:50Z
CUST_000695,individual,retail,VG,Trader,,low,39.34,2023-01-19T12:26:18Z
CUST_000696,individual,retail,US,Trader,,low,8.73,2020-02-24T09:27:04Z
CUST_000697,individual,retail,BR,Engineer,,low,33.5,2021-03-21T21:27:50Z
CUST_000698,individual,retail,AE,Trader,,medium,45.47,2022-01-27T00:45:16Z
CUST_000699,individual,retail,CA,Trader,,low,20.94,2023-10-16T07:30:34Z
CUST_000700,individual,retail,BR,Consultant,,low,20.04,2022-12-08T10:55:50Z
CUST_000701,individual,retail,AU,Engineer,,low,18.82,2023-11-01T21:16:17Z
CUST_000702,individual,retail,GB,Retiree,,low,0.0,2021-11-14T00:35:46Z
CUST_000703,individual,retail,HK,Consultant,,low,4.51,2023-03-18T10:25:18Z
CUST_000704,individual,retail,PA,Trader,,medium,64.58,2022-08-06T19:03:25Z
CUST_000705,individual,affluent,ZA,Engineer,,low,39.73,2022-04-23T06:52:34Z
CUST_000706,individual,affluent,GB,Teacher,,low,20.22,2023-03-01T13:15:03Z
CUST_000707,individual,affluent,SG,Engineer,,low,7.82,2023-01-21T01:47:22Z
CUST_000708,individual,retail,BR,Teacher,,low,10.4,2020-10-15T17:41:31Z
CUST_000709,individual,retail,BR,Teacher,,low,0.0,2022-07-08T02:10:01Z
CUST_000710,individual,retail,US,Teacher,,low,39.29,2023-12-30T09:44:51Z
CUST_000711,individual,retail,AU,Consultant,,low,0.0,2024-06-28T21:58:29Z
CUST_000712,business,small_business,DE,,5221,low,0.58,2025-03-18T04:46:02Z
CUST_000713,individual,affluent,ZA,Consultant,,low,11.07,2022-01-28T13:13:45Z
CUST_000714,business,small_business,BR,,5416,low,32.12,2023-06-14T21:34:30Z
CUST_000715,business,small_business,PA,,5221,low,32.37,2024-08-01T00:15:55Z
CUST_000716,individual,retail,ZA,Teacher,,low,4.51,2023-12-05T16:22:48Z
CUST_000717,business,small_business,GB,,6211,low,34.85,2023-03-23T08:52:47Z
CUST_000718,individual,retail,US,Consultant,,low,11.7,2021-02-07T07:58:18Z
CUST_000719,individual,retail,HK,Teacher,,low,36.82,2024-10-29T10:48:35Z
CUST_000720,individual,affluent,DE,Teacher,,medium,45.5,2022-04-27T08:45:47Z
CUST_000721,individual,retail,DE,Engineer,,low,17.49,2020-01-21T22:17:32Z
CUST_000722,individual,retail,BR,Consultant,,medium,41.7,2022-01-02T11:31:11Z
CUST_000723,individual,retail,AU,Engineer,,low,0.0,2020-10-06T17:50:41Z
CUST_000724,individual,affluent,AE,Retiree,,medium,53.21,2024-07-28T13:19:47Z
CUST_000725,individual,retail,CA,Trader,,medium,57.21,2024-03-30T13:05:55Z
CUST_000726,individual,retail,CA,Engineer,,low,21.15,2023-10-14T06:14:06Z
CUST_000727,individual,retail,CA,Teacher,,low,23.49,2023-11-23T16:58:08Z
CUST_000728,individual,retail,AE,Engineer,,low,39.92,2022-05-25T22:24:07Z
CUST_000729,business,corporate,PA,,5416,medium,64.85,2022-10-17T23:48:55Z
CUST_000730,individual,retail,HK,Trader,,low,38.26,2023-06-24T17:34:41Z
CUST_000731,business,corporate,BR,,4481,low,18.55,2023-01-15T17:37:03Z
CUST_000732,business,small_business,DE,,6211,low,31.78,2025-01-01T13:32:35Z
CUST_000733,business,small_business,AE,,5416,medium,65.91,2022-08-04T19:46:47Z
CUST_000734,business,small_business,BR,,5221,low,14.89,2024-04-25T05:11:05Z
CUST_000735,individual,retail,AE,Teacher,,medium,53.65,2022-08-14T12:01:20Z
CUST_000736,business,small_business,BR,,5221,low,21.56,2021-07-04T21:05:31Z
CUST_000737,individual,retail,HK,Trader,,low,39.14,2021-07-24T18:48:11Z
CUST_000738,individual,retail,SG,Retiree,,medium,53.58,2023-09-26T03:48:29Z
CUST_000739,individual,retail,DE,Trader,,medium,48.1,2022-01-09T01:33:48Z
CUST_000740,business,small_business,HK,,5221,low,39.31,2022-01-02T03:18:20Z
CUST_000741,individual,retail,SG,Consultant,,low,15.06,2020-06-27T17:56:37Z
CUST_000742,individual,affluent,DE,Teacher,,medium,42.73,2024-03-21T03:43:20Z
CUST_000743,individual,retail,BR,Retiree,,low,22.62,2025-03-02T18:33:23Z
CUST_000744,individual,retail,BR,Retiree,,low,1.87,2022-10-20T20:49:34Z
CUST_000745,individual,retail,ZA,Teacher,,low,20.73,2024-10-31T02:54:30Z
CUST_000746,individual,affluent,AU,Consultant,,low,39.25,2021-06-23T09:00:36Z
CUST_000747,individual,retail,HK,Trader,,low,24.96,2020-11-02T22:30:36Z
CUST_000748,individual,retail,BR,Consultant,,low,29.39,2020-11-22T08:16:41Z
CUST_000749,individual,retail,CA,Engineer,,medium,43.21,2020-02-04T13:29:55Z
CUST_000750,individual,affluent,BR,Engineer,,low,29.03,2022-01-19T20:06:15Z
CUST_000751,individual,retail,DE,Consultant,,low,17.11,2024-05-09T19:45:30Z
CUST_000752,individual,affluent,ZA,Teacher,,low,29.15,2022-06-14T06:46:28Z
CUST_000753,individual,affluent,HK,Trader,,medium,66.37,2023-01-31T05:04:28Z
CUST_000754,business,small_business,ZA,,4481,low,38.6,2024-06-12T04:11:16Z
CUST_000755,individual,retail,BR,Engineer,,low,13.78,2022-11-27T08:26:56Z
CUST_000756,individual,retail,GB,Engineer,,low,12.91,2024-07-29T07:51:23Z
CUST_000757,individual,retail,ZA,Retiree,,low,23.93,2021-10-26T11:17:04Z
CUST_000758,business,small_business,HK,,6211,low,16.83,2021-05-22T01:09:50Z
CUST_000759,business,corporate,GB,,4481,low,32.06,2023-04-19T04:36:25Z
CUST_000760,individual,retail,US,Engineer,,low,9.44,2021-06-18T18:21:19Z
CUST_000761,business,small_business,CA,,6211,low,0.0,2022-06-07T03:27:20Z
CUST_000762,individual,retail,AU,Consultant,,low,15.51,2020-11-15T07:19:58Z
CUST_000763,individual,retail,DE,Teacher,,low,38.76,2024-10-07T01:13:26Z
CUST_000764,business,small_business,AU,,5416,low,32.79,2022-04-30T23:30:08Z
CUST_000765,individual,affluent,US,Trader,,low,10.91,2023-11-19T23:44:27Z
CUST_000766,individual,retail,CA,Teacher,,low,3.07,2024-07-22T15:45:08Z
CUST_000767,individual,affluent,VG,Trader,,medium,59.91,2024-06-27T19:26:07Z
CUST_000768,individual,retail,PA,Consultant,,low,14.21,2021-10-24T10:21:54Z
CUST_000769,individual,affluent,AU,Engineer,,low,0.0,2021-02-22T09:39:53Z
CUST_000770,individual,retail,ZA,Engineer,,low,29.43,2021-11-05T20:07:00Z
CUST_000771,individual,retail,HK,Teacher,,low,5.98,2022-12-25T23:05:19Z
CUST_000772,individual,retail,CA,Trader,,low,13.64,2021-06-13T18:52:44Z
CUST_000773,individual,retail,SG,Trader,,low,36.21,2023-09-01T02:18:08Z
CUST_000774,individual,retail,PA,Teacher,,medium,47.65,2024-07-26T13:22:32Z
CUST_000775,individual,affluent,US,Consultant,,low,17.89,2020-04-16T03:30:25Z
CUST_000776,individual,affluent,AU,Consultant,,medium,47.86,2021-05-22T15:43:53Z
CUST_000777,individual,affluent,GB,Trader,,low,28.87,2024-11-01T07:53:28Z
CUST_000778,individual,retail,PA,Engineer,,medium,46.17,2020-11-06T13:20:47Z
CUST_000779,individual,retail,DE,Engineer,,low,1.76,2024-03-17T03:56:10Z
CUST_000780,individual,retail,US,Retiree,,medium,53.12,2023-11-10T08:03:40Z
CUST_000781,business,small_business,US,,4481,low,0.0,2025-02-23T22:19:10Z
CUST_000782,individual,retail,PA,Trader,,medium,46.66,2020-05-28T10:21:21Z
CUST_000783,individual,affluent,SG,Consultant,,low,33.11,2024-04-20T02:20:31Z
CUST_000784,individual,retail,CA,Engineer,,low,12.9,2021-03-12T23:46:12Z
CUST_000785,individual,retail,US,Engineer,,low,27.71,2020-06-19T06:00:34Z
CUST_000786,individual,retail,DE,Teacher,,low,30.07,2020-01-16T05:51:26Z
CUST_000787,individual,retail,SG,Teacher,,low,23.71,2023-05-28T19:56:55Z
CUST_000788,business,small_business,AE,,5221,low,30.89,2021-11-03T17:06:09Z
CUST_000789,business,small_business,CA,,6211,low,32.39,2022-04-20T15:19:10Z
CUST_000790,individual,retail,AU,Trader,,low,21.99,2020-05-24T17:52:09Z
CUST_000791,individual,retail,BR,Retiree,,low,28.86,2022-10-02T20:06:42Z
CUST_000792,individual,retail,BR,Consultant,,low,21.82,2022-11-06T21:50:42Z
CUST_000793,individual,retail,ZA,Engineer,,low,24.83,2023-01-05T19:14:12Z
CUST_000794,individual,retail,DE,Engineer,,medium,46.22,2024-04-19T09:04:28Z
CUST_000795,business,small_business,ZA,,7225,low,34.19,2024-10-05T23:05:29Z
CUST_000796,individual,retail,DE,Consultant,,low,17.51,2024-05-26T06:22:50Z
CUST_000797,individual,affluent,ZA,Trader,,low,17.93,2023-02-03T11:14:34Z
CUST_000798,business,corporate,PA,,5221,medium,41.65,2025-01-08T00:27:43Z
CUST_000799,individual,affluent,HK,Engineer,,low,31.22,2024-10-08T15:13:38Z
CUST_000800,individual,retail,ZA,Consultant,,medium,40.9,2020-07-04T04:34:27Z
CUST_000801,individual,affluent,VG,Retiree,,medium,68.08,2022-07-07T00:42:32Z
CUST_000802,individual,retail,CA,Trader,,low,6.64,2020-01-26T23:49:24Z
CUST_000803,individual,retail,SG,Engineer,,low,23.87,2022-08-12T06:09:15Z
CUST_000804,business,corporate,GB,,5221,low,12.83,2023-12-08T21:29:29Z
CUST_000805,business,small_business,CA,,7225,medium,44.85,2022-12-18T20:37:35Z
CUST_000806,individual,retail,SG,Retiree,,low,28.1,2021-02-04T16:41:44Z
CUST_000807,business,small_business,VG,,5221,medium,40.13,2024-11-24T03:53:37Z
CUST_000808,business,small_business,GB,,7225,low,36.39,2022-12-19T12:42:23Z
CUST_000809,business,small_business,PA,,5221,low,39.98,2022-10-27T11:17:22Z
CUST_000810,business,small_business,AU,,7225,low,14.43,2024-03-24T05:40:38Z
CUST_000811,individual,affluent,BR,Consultant,,medium,50.09,2022-07-18T03:06:47Z
CUST_000812,individual,retail,AE,Retiree,,low,30.7,2022-09-20T00:34:08Z
CUST_000813,individual,affluent,SG,Engineer,,low,35.67,2024-05-10T00:52:33Z
CUST_000814,individual,retail,AU,Retiree,,low,4.89,2023-01-25T07:43:41Z
CUST_000815,business,corporate,AU,,6211,low,23.45,2021-09-08T18:08:14Z
CUST_000816,individual,affluent,AU,Teacher,,low,21.26,2020-08-21T10:10:25Z
CUST_000817,individual,retail,BR,Retiree,,low,28.76,2025-01-07T11:02:44Z
CUST_000818,business,small_business,US,,7225,low,34.03,2025-03-07T06:05:07Z
CUST_000819,individual,retail,AU,Retiree,,low,15.45,2022-07-28T11:36:39Z
CUST_000820,individual,affluent,GB,Consultant,,low,28.05,2024-01-18T13:15:53Z
CUST_000821,individual,retail,SG,Teacher,,low,17.53,2021-05-15T17:26:08Z
CUST_000822,individual,affluent,PA,Engineer,,low,39.53,2021-10-15T06:04:37Z
CUST_000823,individual,affluent,US,Consultant,,low,18.68,2022-10-19T14:58:42Z
CUST_000824,individual,retail,CA,Trader,,low,12.11,2021-12-26T16:30:01Z
CUST_000825,individual,retail,CA,Teacher,,low,23.55,2024-11-08T12:08:20Z
CUST_000826,individual,retail,AU,Consultant,,low,4.0,2022-06-22T00:52:58Z
CUST_000827,individual,retail,PA,Consultant,,high,95.6,2022-12-01T09:22:56Z
CUST_000828,business,corporate,US,,7225,low,18.3,2023-07-08T00:51:40Z
CUST_000829,business,corporate,SG,,7225,low,26.47,2021-10-25T07:23:39Z
CUST_000830,individual,retail,VG,Trader,,low,30.44,2024-04-18T21:36:34Z
CUST_000831,individual,retail,US,Retiree,,low,28.26,2022-12-09T13:58:42Z
CUST_000832,individual,retail,US,Retiree,,low,26.4,2021-09-06T02:46:15Z
CUST_000833,individual,retail,GB,Consultant,,low,26.74,2020-06-20T15:12:35Z
CUST_000834,individual,affluent,BR,Retiree,,low,26.87,2025-02-14T10:30:54Z
CUST_000835,individual,retail,SG,Trader,,low,31.28,2022-02-18T05:34:06Z
CUST_000836,individual,affluent,HK,Engineer,,low,36.57,2024-09-24T18:32:32Z
CUST_000837,individual,retail,SG,Teacher,,low,17.37,2024-08-06T01:01:42Z
CUST_000838,individual,affluent,VG,Retiree,,medium,40.99,2021-09-24T02:01:33Z
CUST_000839,business,small_business,US,,5221,low,1.83,2020-10-25T05:30:06Z
CUST_000840,business,corporate,PA,,5416,low,38.52,2024-07-16T15:34:13Z
CUST_000841,individual,retail,AE,Teacher,,low,30.41,2024-09-21T18:06:46Z
CUST_000842,individual,retail,DE,Teacher,,medium,41.88,2023-12-26T20:22:50Z
CUST_000843,individual,retail,VG,Consultant,,medium,56.13,2021-10-16T17:38:49Z
CUST_000844,individual,retail,VG,Teacher,,medium,60.47,2022-01-20T04:37:15Z
CUST_000845,individual,retail,HK,Consultant,,low,30.56,2024-07-23T15:54:48Z
CUST_000846,individual,retail,DE,Trader,,medium,53.19,2021-10-06T18:26:50Z
CUST_000847,business,small_business,PA,,4481,medium,51.08,2023-05-24T11:22:45Z
CUST_000848,individual,retail,US,Consultant,,low,30.81,2025-01-08T14:05:18Z
CUST_000849,individual,affluent,BR,Engineer,,medium,54.72,2021-10-29T10:25:20Z
CUST_000850,individual,affluent,AE,Retiree,,low,34.51,2022-05-03T23:15:05Z
CUST_000851,individual,retail,SG,Consultant,,low,35.37,2020-07-06T01:56:30Z
CUST_000852,individual,retail,DE,Teacher,,low,21.11,2022-03-07T19:09:46Z
CUST_000853,individual,retail,VG,Retiree,,medium,48.25,2023-02-13T02:26:55Z
CUST_000854,individual,retail,AE,Trader,,low,27.73,2022-12-14T03:01:17Z
CUST_000855,individual,affluent,HK,Retiree,,low,15.44,2025-01-11T22:00:29Z
CUST_000856,individual,retail,US,Trader,,medium,41.76,2022-06-02T21:01:23Z
CUST_000857,individual,retail,GB,Consultant,,low,33.28,2022-06-02T18:23:41Z
CUST_000858,individual,retail,VG,Consultant,,medium,40.72,2021-10-07T03:30:20Z
CUST_000859,individual,retail,GB,Engineer,,low,13.75,2023-11-29T08:56:56Z
CUST_000860,individual,affluent,ZA,Retiree,,low,32.84,2021-04-28T15:31:33Z
CUST_000861,individual,retail,DE,Trader,,low,11.54,2022-07-18T04:42:43Z
CUST_000862,individual,retail,ZA,Consultant,,medium,43.11,2021-11-18T08:26:44Z
CUST_000863,individual,retail,VG,Engineer,,high,70.04,2024-06-22T17:30:23Z
CUST_000864,individual,retail,PA,Engineer,,medium,68.5,2021-10-26T03:59:14Z
CUST_000865,individual,retail,CA,Teacher,,low,7.43,2025-03-01T01:23:09Z
CUST_000866,individual,affluent,VG,Consultant,,medium,43.94,2022-04-02T23:47:53Z
CUST_000867,individual,retail,PA,Consultant,,medium,48.53,2024-01-29T18:06:18Z
CUST_000868,individual,retail,ZA,Engineer,,low,32.04,2023-11-25T16:32:33Z
CUST_000869,business,small_business,CA,,7225,medium,40.56,2022-11-28T22:31:59Z
CUST_000870,individual,retail,ZA,Engineer,,medium,47.89,2020-04-09T00:38:14Z
CUST_000871,business,small_business,VG,,4481,medium,54.12,2022-01-11T19:46:42Z
CUST_000872,individual,retail,US,Retiree,,low,30.27,2022-09-23T23:00:25Z
CUST_000873,individual,retail,AE,Consultant,,medium,45.22,2020-11-09T04:50:02Z
CUST_000874,individual,retail,CA,Teacher,,low,12.62,2023-11-12T01:17:01Z
CUST_000875,business,small_business,US,,6211,low,38.4,2020-05-13T02:27:53Z
CUST_000876,business,small_business,HK,,7225,medium,58.04,2023-06-20T11:38:58Z
CUST_000877,individual,affluent,VG,Trader,,high,84.26,2020-12-27T10:30:06Z
CUST_000878,individual,retail,VG,Teacher,,high,100.0,2025-02-20T01:50:51Z
CUST_000879,individual,retail,VG,Teacher,,high,80.71,2024-06-24T18:28:07Z
CUST_000880,individual,retail,AE,Retiree,,low,0.0,2023-06-06T16:32:13Z
CUST_000881,individual,retail,CA,Retiree,,low,34.84,2021-11-19T07:42:04Z
CUST_000882,business,small_business,AU,,5416,low,32.68,2021-01-14T14:51:29Z
CUST_000883,individual,retail,BR,Engineer,,low,15.85,2023-02-04T14:39:26Z
CUST_000884,individual,retail,PA,Retiree,,medium,46.71,2021-08-15T20:41:54Z
CUST_000885,individual,retail,SG,Engineer,,low,20.58,2021-02-06T14:25:03Z
CUST_000886,individual,retail,AU,Engineer,,low,24.27,2023-09-12T21:03:25Z
CUST_000887,individual,retail,VG,Consultant,,high,92.87,2021-05-14T14:57:18Z
CUST_000888,individual,retail,CA,Retiree,,medium,48.99,2022-05-17T15:56:21Z
CUST_000889,individual,affluent,SG,Trader,,low,22.18,2020-11-21T11:10:13Z
CUST_000890,individual,retail,BR,Retiree,,low,14.73,2021-06-01T18:35:09Z
CUST_000891,individual,retail,CA,Teacher,,low,17.66,2025-01-13T06:38:54Z
CUST_000892,business,small_business,SG,,5416,medium,66.04,2024-03-19T14:43:12Z
CUST_000893,business,small_business,PA,,4481,medium,64.84,2021-04-21T14:50:09Z
CUST_000894,individual,retail,ZA,Engineer,,low,37.37,2024-04-26T21:43:03Z
CUST_000895,individual,retail,DE,Retiree,,medium,51.03,2022-12-22T12:14:46Z
CUST_000896,business,small_business,AU,,5221,low,22.03,2024-05-09T04:53:05Z
CUST_000897,individual,retail,HK,Retiree,,low,27.65,2020-03-11T12:43:16Z
CUST_000898,business,small_business,US,,7225,low,20.7,2022-11-05T23:47:00Z
CUST_000899,business,small_business,CA,,6211,medium,53.64,2024-09-23T22:06:47Z
CUST_000900,individual,retail,PA,Retiree,,medium,53.86,2022-11-10T09:13:19Z
CUST_000901,business,small_business,AE,,7225,low,29.49,2023-07-18T22:58:16Z
CUST_000902,individual,retail,ZA,Engineer,,medium,45.82,2020-05-08T00:40:19Z
CUST_000903,individual,affluent,AU,Consultant,,low,16.77,2022-08-04T00:59:58Z
CUST_000904,individual,retail,VG,Teacher,,high,73.77,2021-08-07T16:47:31Z
CUST_000905,individual,retail,ZA,Teacher,,low,18.38,2024-10-20T16:37:41Z
CUST_000906,business,small_business,AE,,4481,low,38.54,2021-02-10T10:14:18Z
CUST_000907,individual,retail,AU,Trader,,low,36.68,2024-05-09T02:30:24Z
CUST_000908,business,corporate,HK,,5221,medium,57.27,2023-03-18T14:58:41Z
CUST_000909,individual,retail,ZA,Trader,,low,36.7,2025-02-08T02:59:34Z
CUST_000910,individual,retail,PA,Consultant,,high,91.45,2022-01-14T20:45:22Z
CUST_000911,individual,retail,HK,Engineer,,medium,44.45,2021-04-01T12:58:04Z
CUST_000912,individual,retail,AE,Consultant,,low,19.36,2022-12-22T14:07:23Z
CUST_000913,individual,affluent,ZA,Teacher,,low,15.43,2023-07-14T14:36:38Z
CUST_000914,individual,retail,HK,Consultant,,medium,48.08,2023-12-21T07:53:03Z
CUST_000915,individual,retail,VG,Consultant,,low,12.42,2020-02-28T10:27:47Z
CUST_000916,individual,retail,GB,Retiree,,low,15.98,2022-09-22T09:21:09Z
CUST_000917,individual,retail,DE,Retiree,,low,28.8,2023-12-26T01:25:25Z
CUST_000918,individual,retail,VG,Retiree,,low,31.7,2020-09-01T09:38:17Z
CUST_000919,individual,retail,AE,Retiree,,low,11.64,2022-07-12T11:59:04Z
CUST_000920,individual,retail,US,Retiree,,low,8.11,2024-12-14T07:13:01Z
CUST_000921,individual,retail,HK,Retiree,,low,15.3,2024-11-20T22:30:39Z
CUST_000922,individual,retail,DE,Retiree,,low,26.99,2022-01-03T05:49:11Z
CUST_000923,business,corporate,PA,,5221,medium,53.15,2022-08-09T17:52:04Z
CUST_000924,individual,retail,CA,Consultant,,low,0.0,2023-01-26T02:22:19Z
CUST_000925,individual,retail,PA,Trader,,medium,44.4,2024-02-14T06:44:41Z
CUST_000926,individual,retail,AU,Engineer,,low,25.36,2023-10-10T00:17:10Z
CUST_000927,individual,affluent,SG,Teacher,,medium,45.47,2023-04-30T17:36:25Z
CUST_000928,individual,affluent,ZA,Consultant,,medium,45.49,2024-04-03T12:55:56Z
CUST_000929,individual,retail,PA,Retiree,,medium,42.17,2024-10-24T04:57:35Z
CUST_000930,individual,affluent,AU,Consultant,,low,1.9,2020-03-16T22:49:23Z
CUST_000931,business,corporate,GB,,6211,low,29.13,2021-06-20T17:18:23Z
CUST_000932,individual,retail,AE,Engineer,,low,37.07,2022-07-12T15:38:32Z
CUST_000933,individual,retail,VG,Trader,,medium,62.5,2024-12-29T18:10:07Z
CUST_000934,business,corporate,US,,4481,low,27.85,2023-04-14T01:48:30Z
CUST_000935,individual,retail,PA,Teacher,,medium,44.93,2023-01-25T22:54:12Z
CUST_000936,individual,retail,PA,Trader,,medium,53.19,2024-07-27T13:12:10Z
CUST_000937,individual,retail,AU,Consultant,,medium,56.5,2024-01-12T08:44:19Z
CUST_000938,individual,retail,CA,Engineer,,low,8.65,2025-02-21T20:39:51Z
CUST_000939,individual,retail,BR,Retiree,,medium,40.86,2023-09-10T06:46:17Z
CUST_000940,individual,retail,VG,Consultant,,medium,69.87,2021-08-05T02:39:27Z
CUST_000941,individual,retail,AU,Retiree,,low,16.58,2022-02-16T05:44:11Z
CUST_000942,individual,retail,BR,Trader,,medium,50.08,2021-02-11T03:03:00Z
CUST_000943,individual,retail,BR,Consultant,,low,26.9,2023-04-21T16:02:42Z
CUST_000944,individual,retail,AU,Engineer,,low,18.25,2021-03-10T04:41:49Z
CUST_000945,individual,affluent,SG,Trader,,low,21.85,2024-02-03T02:02:05Z
CUST_000946,individual,retail,HK,Consultant,,low,24.86,2022-09-13T20:32:53Z
CUST_000947,business,small_business,ZA,,4481,medium,46.39,2024-08-22T23:40:23Z
CUST_000948,individual,affluent,ZA,Teacher,,high,89.9,2021-10-10T15:40:15Z
CUST_000949,individual,retail,HK,Consultant,,medium,42.81,2023-09-22T00:24:00Z
CUST_000950,business,small_business,US,,7225,low,8.17,2023-07-23T04:08:03Z
CUST_000951,business,corporate,BR,,4481,medium,47.33,2020-03-10T13:30:54Z
CUST_000952,individual,affluent,HK,Teacher,,low,7.47,2024-12-21T12:40:10Z
CUST_000953,individual,affluent,CA,Teacher,,low,18.19,2021-08-16T17:14:58Z
CUST_000954,individual,retail,HK,Engineer,,medium,68.7,2020-11-05T19:28:09Z
CUST_000955,individual,retail,US,Consultant,,low,30.86,2022-07-30T18:50:43Z
CUST_000956,business,small_business,BR,,5221,medium,42.03,2022-07-02T13:50:47Z
CUST_000957,individual,retail,AU,Trader,,low,0.0,2024-01-28T12:52:31Z
CUST_000958,individual,retail,CA,Engineer,,low,20.57,2022-09-09T20:50:21Z
CUST_000959,individual,retail,US,Teacher,,low,26.94,2023-02-23T01:20:01Z
CUST_000960,business,corporate,US,,4481,low,30.14,2024-07-28T14:36:14Z
CUST_000961,business,small_business,SG,,5416,low,27.18,2020-08-24T19:29:18Z
CUST_000962,individual,retail,VG,Engineer,,medium,62.38,2022-08-08T11:33:21Z
CUST_000963,individual,retail,US,Consultant,,low,13.46,2024-09-12T13:47:18Z
CUST_000964,individual,affluent,US,Trader,,low,30.38,2023-07-02T19:10:26Z
CUST_000965,individual,retail,VG,Engineer,,low,28.46,2024-07-24T00:47:50Z
CUST_000966,individual,affluent,US,Trader,,low,29.63,2020-01-01T04:34:21Z
